Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
CLOCK mouse,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,BHLHE40,TRRUST_Transcription_Factors_2019
ETV4 mouse,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,PLAU,TRRUST_Transcription_Factors_2019
ING4 human,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,TP53,TRRUST_Transcription_Factors_2019
MLXIPL mouse,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,TXNIP,TRRUST_Transcription_Factors_2019
RFXANK human,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,HLA-DPA1,TRRUST_Transcription_Factors_2019
RFXAP human,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,HLA-DPA1,TRRUST_Transcription_Factors_2019
RXRA mouse,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,SREBF1,TRRUST_Transcription_Factors_2019
SATB1 human,1/15,0.5166854941893537,0.5344639197958692,0,0,1.439153439153439,0.9503031201341592,HDAC1,TRRUST_Transcription_Factors_2019
GTF2I mouse,1/16,0.5395633734588,0.5557387208430039,0,0,1.3431393298059964,0.8287102966751012,HSPA5,TRRUST_Transcription_Factors_2019
NFE2L2 human,1/16,0.5395633734588,0.5557387208430039,0,0,1.3431393298059964,0.8287102966751012,BRCA1,TRRUST_Transcription_Factors_2019
GATA3 mouse,1/17,0.5613594064790582,0.5757225469433411,0,0,1.259126984126984,0.7270122718537273,RUNX3,TRRUST_Transcription_Factors_2019
SP7 mouse,1/17,0.5613594064790582,0.5757225469433411,0,0,1.259126984126984,0.7270122718537273,CTNNB1,TRRUST_Transcription_Factors_2019
NR5A2 mouse,1/18,0.5821246999118206,0.5957488950161398,0,0,1.1849984438219732,0.641167810921392,PTGDS,TRRUST_Transcription_Factors_2019
GATA4 human,1/19,0.6019079484209167,0.6133850067594512,0,0,1.1191064079952968,0.5681152129049672,SUMO1,TRRUST_Transcription_Factors_2019
NR2F2 mouse,1/19,0.6019079484209167,0.6133850067594512,0,0,1.1191064079952968,0.5681152129049672,PPARA,TRRUST_Transcription_Factors_2019
POU2F1 mouse,1/20,0.6207555485693679,0.6299228246030927,0,0,1.0601503759398496,0.5054986930518109,IRF3,TRRUST_Transcription_Factors_2019
USF1 mouse,1/20,0.6207555485693679,0.6299228246030927,0,0,1.0601503759398496,0.5054986930518109,CIITA,TRRUST_Transcription_Factors_2019
NR5A1 human,1/22,0.6558185444518618,0.6641025681712537,0,0,0.9590828924162258,0.4046093906544727,PBX1,TRRUST_Transcription_Factors_2019
NR5A1 mouse,1/23,0.6721161925039433,0.6791762365428502,0,0,0.9154401154401154,0.3637263722708532,PBX1,TRRUST_Transcription_Factors_2019
ATF1 human,1/24,0.6876428890824446,0.6934092864751695,0,0,0.8755923625488843,0.3278967595887745,GABPA,TRRUST_Transcription_Factors_2019
ERG human,1/27,0.7299530772917466,0.7330008980737581,0,0,0.7744403744403744,0.2437744879065155,ZEB1,TRRUST_Transcription_Factors_2019
POU5F1 mouse,1/27,0.7299530772917466,0.7330008980737581,0,0,0.7744403744403744,0.2437744879065155,GATA6,TRRUST_Transcription_Factors_2019
SOX2 mouse,1/28,0.7427434963668925,0.7442908786509903,0,0,0.7457182049774642,0.2217799654265623,JAG1,TRRUST_Transcription_Factors_2019
REST human,1/32,0.788132592798013,0.788132592798013,0,0,0.6493599590373784,0.1546054232263662,STAT1,TRRUST_Transcription_Factors_2019
